Transaction ID,Consumer ID,Segment,Transaction Date,Month,Platform,Category,Purchase Amount CAD,Number of Installments,Installment Amount CAD,Completion Date,Missed Payment,Missed Payment Count,Late Fee CAD,Total Cost CAD
TXN9178,BNPL5025,Regular User,2024-09-22,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",84.93,4,21.23,2024-11-17,No,0,0,84.93
TXN9179,BNPL5026,Regular User,2024-07-12,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",53.06,4,13.27,2024-09-06,No,0,0,53.06
TXN9180,BNPL5026,Regular User,2024-11-19,2024-11,PayBright,Beauty and Skincare,35.97,4,8.99,2025-01-14,No,0,0,35.97
TXN9181,BNPL5026,Regular User,2024-04-29,2024-04,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",69.77,6,11.63,2024-07-22,No,0,0,69.77
TXN9182,BNPL5026,Regular User,2024-02-26,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",76.6,6,12.77,2024-05-20,No,0,0,76.6
TXN9183,BNPL5026,Regular User,2024-10-29,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",63.84,4,15.96,2024-12-24,No,0,0,63.84
TXN9184,BNPL5026,Regular User,2024-03-12,2024-03,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",82.3,6,13.72,2024-06-04,No,0,0,82.3
TXN9185,BNPL5026,Regular User,2024-10-09,2024-10,Sezzle,Electronics and Tech,259.9,3,86.63,2024-11-20,No,0,0,259.9
TXN9186,BNPL5027,High Exposure User,2024-04-20,2024-04,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",67.65,4,16.91,2024-06-15,No,0,0,67.65
TXN9187,BNPL5027,High Exposure User,2024-03-29,2024-03,Sezzle,Beauty and Skincare,64.99,3,21.66,2024-05-10,Yes,2,16.0,80.99
TXN9188,BNPL5027,High Exposure User,2024-04-21,2024-04,PayBright,Home and Furniture,370.78,6,61.8,2024-07-14,No,0,0,370.78
TXN9189,BNPL5027,High Exposure User,2024-11-28,2024-11,Paidy,Sporting Goods,209.91,4,52.48,2025-01-23,No,0,0,209.91
TXN9190,BNPL5027,High Exposure User,2024-10-22,2024-10,Sezzle,Home and Furniture,298.29,6,49.72,2025-01-14,No,0,0,298.29
TXN9191,BNPL5027,High Exposure User,2024-08-19,2024-08,Afterpay,Electronics and Tech,251.23,3,83.74,2024-09-30,No,0,0,251.23
TXN9192,BNPL5027,High Exposure User,2024-06-19,2024-06,Afterpay,Home and Furniture,394.49,4,98.62,2024-08-14,Yes,1,8.0,402.49
TXN9193,BNPL5027,High Exposure User,2024-01-22,2024-01,Afterpay,Home and Furniture,308.24,3,102.75,2024-03-04,No,0,0,308.24
TXN9194,BNPL5027,High Exposure User,2024-09-04,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",44.91,4,11.23,2024-10-30,No,0,0,44.91
TXN9195,BNPL5027,High Exposure User,2024-02-20,2024-02,Sezzle,Electronics and Tech,357.65,4,89.41,2024-04-16,No,0,0,357.65
TXN9196,BNPL5027,High Exposure User,2024-01-22,2024-01,Afterpay,Footwear,153.11,3,51.04,2024-03-04,No,0,0,153.11
TXN9197,BNPL5027,High Exposure User,2024-09-14,2024-09,Sezzle,Electronics and Tech,326.84,4,81.71,2024-11-09,No,0,0,326.84
TXN9198,BNPL5027,High Exposure User,2024-04-18,2024-04,PayBright,"Fast Fashion (Shein, Temu, ASOS)",48.4,3,16.13,2024-05-30,No,0,0,48.4
TXN9199,BNPL5027,High Exposure User,2024-05-13,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",77.45,4,19.36,2024-07-08,No,0,0,77.45
TXN9200,BNPL5027,High Exposure User,2024-11-10,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",69.37,3,23.12,2024-12-22,No,0,0,69.37
TXN9201,BNPL5027,High Exposure User,2024-08-27,2024-08,Afterpay,Home and Furniture,229.57,4,57.39,2024-10-22,No,0,0,229.57
TXN9202,BNPL5027,High Exposure User,2024-06-14,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",47.27,4,11.82,2024-08-09,No,0,0,47.27
TXN9203,BNPL5027,High Exposure User,2024-02-29,2024-02,Paidy,Footwear,135.23,4,33.81,2024-04-25,No,0,0,135.23
TXN9204,BNPL5028,Regular User,2024-07-21,2024-07,Klarna,Beauty and Skincare,45.07,4,11.27,2024-09-15,No,0,0,45.07
TXN9205,BNPL5028,Regular User,2024-11-09,2024-11,Afterpay,Home and Furniture,430.77,4,107.69,2025-01-04,No,0,0,430.77
TXN9206,BNPL5028,Regular User,2024-07-15,2024-07,Sezzle,Footwear,189.68,3,63.23,2024-08-26,No,0,0,189.68
TXN9207,BNPL5028,Regular User,2024-05-30,2024-05,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",59.25,4,14.81,2024-07-25,No,0,0,59.25
TXN9208,BNPL5028,Regular User,2024-07-22,2024-07,Klarna,"Fast Fashion (Shein, Temu, ASOS)",41.71,4,10.43,2024-09-16,No,0,0,41.71
TXN9209,BNPL5028,Regular User,2024-08-16,2024-08,Sezzle,Electronics and Tech,196.66,6,32.78,2024-11-08,No,0,0,196.66
TXN9210,BNPL5028,Regular User,2024-09-13,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",75.5,3,25.17,2024-10-25,No,0,0,75.5
TXN9211,BNPL5029,Occasional User,2024-04-13,2024-04,PayBright,Beauty and Skincare,92.96,4,23.24,2024-06-08,No,0,0,92.96
TXN9212,BNPL5029,Occasional User,2024-01-09,2024-01,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",45.78,4,11.45,2024-03-05,No,0,0,45.78
TXN9213,BNPL5030,Occasional User,2024-07-31,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",69.37,6,11.56,2024-10-23,No,0,0,69.37
TXN9214,BNPL5030,Occasional User,2024-05-22,2024-05,Sezzle,Footwear,145.09,4,36.27,2024-07-17,No,0,0,145.09
TXN9215,BNPL5031,Occasional User,2024-01-18,2024-01,Sezzle,Footwear,102.38,4,25.59,2024-03-14,No,0,0,102.38
TXN9216,BNPL5031,Occasional User,2024-01-27,2024-01,Klarna,Electronics and Tech,182.31,4,45.58,2024-03-23,No,0,0,182.31
TXN9217,BNPL5032,Regular User,2024-08-16,2024-08,Paidy,"Fast Fashion (Shein, Temu, ASOS)",40.23,4,10.06,2024-10-11,No,0,0,40.23
TXN9218,BNPL5032,Regular User,2024-12-28,2024-12,Sezzle,Electronics and Tech,311.13,4,77.78,2025-02-22,No,0,0,311.13
TXN9219,BNPL5032,Regular User,2024-11-09,2024-11,Sezzle,Footwear,128.95,4,32.24,2025-01-04,No,0,0,128.95
TXN9220,BNPL5032,Regular User,2024-06-04,2024-06,Klarna,Sporting Goods,184.04,3,61.35,2024-07-16,No,0,0,184.04
TXN9221,BNPL5032,Regular User,2024-02-11,2024-02,Afterpay,Electronics and Tech,346.96,3,115.65,2024-03-24,No,0,0,346.96
TXN9222,BNPL5032,Regular User,2024-12-29,2024-12,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",46.24,4,11.56,2025-02-23,No,0,0,46.24
TXN9223,BNPL5032,Regular User,2024-04-03,2024-04,PayBright,Electronics and Tech,312.36,4,78.09,2024-05-29,No,0,0,312.36
TXN9224,BNPL5032,Regular User,2024-05-05,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",59.02,6,9.84,2024-07-28,No,0,0,59.02
TXN9225,BNPL5033,Occasional User,2024-08-11,2024-08,Klarna,Sporting Goods,259.13,4,64.78,2024-10-06,No,0,0,259.13
TXN9226,BNPL5034,Regular User,2024-02-12,2024-02,Klarna,Home and Furniture,240.22,4,60.05,2024-04-08,No,0,0,240.22
TXN9227,BNPL5034,Regular User,2024-04-27,2024-04,Sezzle,Sporting Goods,202.15,4,50.54,2024-06-22,No,0,0,202.15
TXN9228,BNPL5034,Regular User,2024-05-05,2024-05,Afterpay,Sporting Goods,281.27,3,93.76,2024-06-16,No,0,0,281.27
TXN9229,BNPL5034,Regular User,2024-06-30,2024-06,Afterpay,Beauty and Skincare,25.12,4,6.28,2024-08-25,No,0,0,25.12
TXN9230,BNPL5034,Regular User,2024-10-14,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",98.83,4,24.71,2024-12-09,No,0,0,98.83
TXN9231,BNPL5034,Regular User,2024-05-09,2024-05,Klarna,Beauty and Skincare,28.99,6,4.83,2024-08-01,No,0,0,28.99
TXN9232,BNPL5035,High Exposure User,2024-05-19,2024-05,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",41.84,4,10.46,2024-07-14,No,0,0,41.84
TXN9233,BNPL5035,High Exposure User,2024-04-09,2024-04,Paidy,Footwear,119.98,4,30.0,2024-06-04,Yes,2,16.0,135.98
TXN9234,BNPL5035,High Exposure User,2024-07-24,2024-07,Klarna,Electronics and Tech,183.81,6,30.64,2024-10-16,Yes,2,16.0,199.81
TXN9235,BNPL5035,High Exposure User,2024-11-12,2024-11,Klarna,Beauty and Skincare,81.97,4,20.49,2025-01-07,No,0,0,81.97
TXN9236,BNPL5035,High Exposure User,2024-11-14,2024-11,Klarna,"Fast Fashion (Shein, Temu, ASOS)",70.45,4,17.61,2025-01-09,No,0,0,70.45
TXN9237,BNPL5035,High Exposure User,2024-11-26,2024-11,Afterpay,Footwear,113.33,4,28.33,2025-01-21,Yes,1,8.0,121.33
TXN9238,BNPL5035,High Exposure User,2024-01-29,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",40.31,3,13.44,2024-03-11,No,0,0,40.31
TXN9239,BNPL5035,High Exposure User,2024-01-18,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",46.47,3,15.49,2024-02-29,No,0,0,46.47
TXN9240,BNPL5035,High Exposure User,2024-07-19,2024-07,Afterpay,Electronics and Tech,194.91,4,48.73,2024-09-13,No,0,0,194.91
TXN9241,BNPL5035,High Exposure User,2024-03-11,2024-03,Klarna,Electronics and Tech,325.68,3,108.56,2024-04-22,No,0,0,325.68
TXN9242,BNPL5035,High Exposure User,2024-09-21,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",78.04,4,19.51,2024-11-16,No,0,0,78.04
TXN9243,BNPL5035,High Exposure User,2024-05-09,2024-05,Klarna,Electronics and Tech,340.08,4,85.02,2024-07-04,Yes,1,8.0,348.08
TXN9244,BNPL5036,High Exposure User,2024-10-04,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",46.14,4,11.54,2024-11-29,No,0,0,46.14
TXN9245,BNPL5036,High Exposure User,2024-02-07,2024-02,Afterpay,Beauty and Skincare,94.14,6,15.69,2024-05-01,No,0,0,94.14
TXN9246,BNPL5036,High Exposure User,2024-07-24,2024-07,Afterpay,Home and Furniture,254.49,3,84.83,2024-09-04,No,0,0,254.49
TXN9247,BNPL5036,High Exposure User,2024-05-26,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",63.38,4,15.85,2024-07-21,No,0,0,63.38
TXN9248,BNPL5036,High Exposure User,2024-09-11,2024-09,Klarna,Footwear,71.87,4,17.97,2024-11-06,Yes,1,8.0,79.87
TXN9249,BNPL5036,High Exposure User,2024-08-09,2024-08,PayBright,Footwear,29.95,6,4.99,2024-11-01,Yes,2,16.0,45.95
TXN9250,BNPL5036,High Exposure User,2024-06-24,2024-06,Klarna,Home and Furniture,305.31,4,76.33,2024-08-19,Yes,2,16.0,321.31
TXN9251,BNPL5036,High Exposure User,2024-05-25,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",44.74,4,11.19,2024-07-20,Yes,2,16.0,60.74
TXN9252,BNPL5036,High Exposure User,2024-05-24,2024-05,Afterpay,Electronics and Tech,293.68,4,73.42,2024-07-19,No,0,0,293.68
TXN9253,BNPL5036,High Exposure User,2024-06-23,2024-06,Klarna,Beauty and Skincare,78.01,4,19.5,2024-08-18,No,0,0,78.01
TXN9254,BNPL5036,High Exposure User,2024-01-05,2024-01,PayBright,"Fast Fashion (Shein, Temu, ASOS)",51.99,6,8.67,2024-03-29,No,0,0,51.99
TXN9255,BNPL5036,High Exposure User,2024-03-23,2024-03,Afterpay,Electronics and Tech,259.83,6,43.3,2024-06-15,No,0,0,259.83
TXN9256,BNPL5036,High Exposure User,2024-11-06,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",40.81,4,10.2,2025-01-01,No,0,0,40.81
TXN9257,BNPL5036,High Exposure User,2024-05-09,2024-05,Klarna,Beauty and Skincare,113.01,3,37.67,2024-06-20,Yes,1,8.0,121.01
TXN9258,BNPL5036,High Exposure User,2024-06-01,2024-06,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",52.63,4,13.16,2024-07-27,No,0,0,52.63
TXN9259,BNPL5036,High Exposure User,2024-07-02,2024-07,Sezzle,Beauty and Skincare,54.2,4,13.55,2024-08-27,No,0,0,54.2
TXN9260,BNPL5037,Occasional User,2024-03-26,2024-03,Paidy,Footwear,120.66,4,30.16,2024-05-21,No,0,0,120.66
TXN9261,BNPL5038,High Exposure User,2024-11-23,2024-11,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",66.83,4,16.71,2025-01-18,No,0,0,66.83
TXN9262,BNPL5038,High Exposure User,2024-10-21,2024-10,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",66.25,3,22.08,2024-12-02,No,0,0,66.25
TXN9263,BNPL5038,High Exposure User,2024-07-15,2024-07,Klarna,Footwear,99.74,4,24.93,2024-09-09,No,0,0,99.74
TXN9264,BNPL5038,High Exposure User,2024-02-24,2024-02,Klarna,Beauty and Skincare,91.81,6,15.3,2024-05-18,Yes,2,16.0,107.81
TXN9265,BNPL5038,High Exposure User,2024-07-22,2024-07,Paidy,Sporting Goods,233.37,4,58.34,2024-09-16,Yes,2,16.0,249.37
TXN9266,BNPL5038,High Exposure User,2024-01-29,2024-01,Sezzle,Electronics and Tech,257.88,4,64.47,2024-03-25,No,0,0,257.88
TXN9267,BNPL5038,High Exposure User,2024-04-06,2024-04,Sezzle,Footwear,119.47,4,29.87,2024-06-01,No,0,0,119.47
TXN9268,BNPL5038,High Exposure User,2024-06-14,2024-06,Afterpay,Footwear,139.42,4,34.85,2024-08-09,No,0,0,139.42
TXN9269,BNPL5038,High Exposure User,2024-09-24,2024-09,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",60.9,4,15.22,2024-11-19,Yes,1,8.0,68.9
TXN9270,BNPL5038,High Exposure User,2024-04-21,2024-04,Paidy,Footwear,107.63,4,26.91,2024-06-16,Yes,1,8.0,115.63
TXN9271,BNPL5038,High Exposure User,2024-08-11,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",59.87,4,14.97,2024-10-06,Yes,1,8.0,67.87
TXN9272,BNPL5038,High Exposure User,2024-08-02,2024-08,Klarna,Beauty and Skincare,75.05,6,12.51,2024-10-25,No,0,0,75.05
TXN9273,BNPL5039,Occasional User,2024-11-30,2024-11,Klarna,Electronics and Tech,359.48,3,119.83,2025-01-11,No,0,0,359.48
TXN9274,BNPL5040,Regular User,2024-09-22,2024-09,Paidy,Beauty and Skincare,79.9,4,19.98,2024-11-17,No,0,0,79.9
TXN9275,BNPL5040,Regular User,2024-07-17,2024-07,Afterpay,Beauty and Skincare,52.03,3,17.34,2024-08-28,No,0,0,52.03
TXN9276,BNPL5040,Regular User,2024-05-14,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",45.77,3,15.26,2024-06-25,No,0,0,45.77
TXN9277,BNPL5040,Regular User,2024-01-02,2024-01,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",39.59,3,13.2,2024-02-13,No,0,0,39.59
TXN9278,BNPL5040,Regular User,2024-01-22,2024-01,PayBright,Footwear,79.08,4,19.77,2024-03-18,No,0,0,79.08
TXN9279,BNPL5040,Regular User,2024-05-26,2024-05,Sezzle,Electronics and Tech,354.74,4,88.69,2024-07-21,No,0,0,354.74
TXN9280,BNPL5041,Occasional User,2024-07-06,2024-07,PayBright,Sporting Goods,181.34,4,45.34,2024-08-31,No,0,0,181.34
TXN9281,BNPL5041,Occasional User,2024-12-19,2024-12,Klarna,Beauty and Skincare,69.88,6,11.65,2025-03-13,No,0,0,69.88
TXN9282,BNPL5042,Regular User,2024-02-22,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",44.99,4,11.25,2024-04-18,No,0,0,44.99
TXN9283,BNPL5042,Regular User,2024-08-23,2024-08,Paidy,"Fast Fashion (Shein, Temu, ASOS)",28.16,6,4.69,2024-11-15,No,0,0,28.16
TXN9284,BNPL5042,Regular User,2024-07-28,2024-07,Afterpay,Footwear,112.85,6,18.81,2024-10-20,No,0,0,112.85
TXN9285,BNPL5042,Regular User,2024-10-05,2024-10,Klarna,"Fast Fashion (Shein, Temu, ASOS)",72.57,4,18.14,2024-11-30,No,0,0,72.57
TXN9286,BNPL5042,Regular User,2024-03-05,2024-03,PayBright,"Fast Fashion (Shein, Temu, ASOS)",44.2,4,11.05,2024-04-30,No,0,0,44.2
TXN9287,BNPL5042,Regular User,2024-10-02,2024-10,Klarna,Sporting Goods,181.27,4,45.32,2024-11-27,No,0,0,181.27
TXN9288,BNPL5042,Regular User,2024-10-13,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",64.84,4,16.21,2024-12-08,No,0,0,64.84
TXN9289,BNPL5043,Regular User,2024-08-01,2024-08,Afterpay,Home and Furniture,447.58,4,111.89,2024-09-26,No,0,0,447.58
TXN9290,BNPL5043,Regular User,2024-07-28,2024-07,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",64.51,3,21.5,2024-09-08,No,0,0,64.51
TXN9291,BNPL5043,Regular User,2024-04-15,2024-04,Klarna,Beauty and Skincare,75.37,3,25.12,2024-05-27,No,0,0,75.37
TXN9292,BNPL5043,Regular User,2024-08-04,2024-08,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",67.07,4,16.77,2024-09-29,No,0,0,67.07
TXN9293,BNPL5044,Regular User,2024-10-18,2024-10,Klarna,Electronics and Tech,358.83,4,89.71,2024-12-13,No,0,0,358.83
TXN9294,BNPL5044,Regular User,2024-06-26,2024-06,Afterpay,Electronics and Tech,377.5,4,94.38,2024-08-21,No,0,0,377.5
TXN9295,BNPL5044,Regular User,2024-12-28,2024-12,Sezzle,Electronics and Tech,326.6,6,54.43,2025-03-22,Yes,2,16.0,342.6
TXN9296,BNPL5044,Regular User,2024-05-15,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",69.12,4,17.28,2024-07-10,No,0,0,69.12
TXN9297,BNPL5044,Regular User,2024-04-09,2024-04,Klarna,"Fast Fashion (Shein, Temu, ASOS)",79.18,4,19.8,2024-06-04,No,0,0,79.18
TXN9298,BNPL5044,Regular User,2024-07-30,2024-07,Sezzle,Home and Furniture,269.36,6,44.89,2024-10-22,No,0,0,269.36
TXN9299,BNPL5044,Regular User,2024-02-07,2024-02,PayBright,Beauty and Skincare,59.5,6,9.92,2024-05-01,No,0,0,59.5
TXN9300,BNPL5044,Regular User,2024-04-29,2024-04,Klarna,Footwear,119.89,3,39.96,2024-06-10,No,0,0,119.89
TXN9301,BNPL5044,Regular User,2024-03-31,2024-03,Afterpay,Footwear,148.73,4,37.18,2024-05-26,No,0,0,148.73
TXN9302,BNPL5044,Regular User,2024-03-13,2024-03,PayBright,Sporting Goods,137.9,6,22.98,2024-06-05,No,0,0,137.9
TXN9303,BNPL5045,High Exposure User,2024-02-21,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",54.64,4,13.66,2024-04-17,No,0,0,54.64
TXN9304,BNPL5045,High Exposure User,2024-11-12,2024-11,Afterpay,Sporting Goods,238.62,4,59.66,2025-01-07,Yes,2,16.0,254.62
TXN9305,BNPL5045,High Exposure User,2024-05-12,2024-05,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",38.77,4,9.69,2024-07-07,No,0,0,38.77
TXN9306,BNPL5045,High Exposure User,2024-07-30,2024-07,Klarna,Sporting Goods,206.07,4,51.52,2024-09-24,Yes,1,8.0,214.07
TXN9307,BNPL5045,High Exposure User,2024-03-26,2024-03,Sezzle,Electronics and Tech,219.32,4,54.83,2024-05-21,No,0,0,219.32
TXN9308,BNPL5045,High Exposure User,2024-01-03,2024-01,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",35.82,4,8.96,2024-02-28,No,0,0,35.82
TXN9309,BNPL5045,High Exposure User,2024-05-25,2024-05,Afterpay,Footwear,157.31,4,39.33,2024-07-20,No,0,0,157.31
TXN9310,BNPL5045,High Exposure User,2024-01-29,2024-01,Klarna,Sporting Goods,107.59,4,26.9,2024-03-25,Yes,1,8.0,115.59
TXN9311,BNPL5045,High Exposure User,2024-12-09,2024-12,Sezzle,Beauty and Skincare,85.81,4,21.45,2025-02-03,No,0,0,85.81
TXN9312,BNPL5045,High Exposure User,2024-02-25,2024-02,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",45.53,4,11.38,2024-04-21,No,0,0,45.53
TXN9313,BNPL5045,High Exposure User,2024-11-24,2024-11,Klarna,Beauty and Skincare,69.56,4,17.39,2025-01-19,No,0,0,69.56
TXN9314,BNPL5045,High Exposure User,2024-06-28,2024-06,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",59.6,3,19.87,2024-08-09,Yes,1,8.0,67.6
TXN9315,BNPL5045,High Exposure User,2024-06-01,2024-06,Afterpay,Sporting Goods,148.75,4,37.19,2024-07-27,No,0,0,148.75
TXN9316,BNPL5045,High Exposure User,2024-04-13,2024-04,Afterpay,Home and Furniture,330.75,3,110.25,2024-05-25,No,0,0,330.75
TXN9317,BNPL5045,High Exposure User,2024-05-12,2024-05,Paidy,Electronics and Tech,157.16,4,39.29,2024-07-07,No,0,0,157.16
TXN9318,BNPL5046,Regular User,2024-12-10,2024-12,Sezzle,Footwear,77.27,4,19.32,2025-02-04,No,0,0,77.27
TXN9319,BNPL5046,Regular User,2024-07-27,2024-07,Sezzle,Home and Furniture,297.43,4,74.36,2024-09-21,No,0,0,297.43
TXN9320,BNPL5046,Regular User,2024-11-24,2024-11,Afterpay,Footwear,130.68,4,32.67,2025-01-19,No,0,0,130.68
TXN9321,BNPL5046,Regular User,2024-12-22,2024-12,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",57.18,4,14.29,2025-02-16,No,0,0,57.18
TXN9322,BNPL5046,Regular User,2024-05-16,2024-05,Sezzle,Footwear,149.46,4,37.37,2024-07-11,Yes,1,8.0,157.46
TXN9323,BNPL5046,Regular User,2024-05-11,2024-05,Klarna,"Fast Fashion (Shein, Temu, ASOS)",68.02,4,17.0,2024-07-06,No,0,0,68.02
TXN9324,BNPL5046,Regular User,2024-06-21,2024-06,Afterpay,Beauty and Skincare,64.89,6,10.81,2024-09-13,No,0,0,64.89
TXN9325,BNPL5046,Regular User,2024-02-06,2024-02,Paidy,Footwear,176.56,4,44.14,2024-04-02,No,0,0,176.56
TXN9326,BNPL5046,Regular User,2024-01-09,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",75.36,4,18.84,2024-03-05,No,0,0,75.36
TXN9327,BNPL5046,Regular User,2024-11-11,2024-11,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",57.1,4,14.28,2025-01-06,No,0,0,57.1
TXN9328,BNPL5047,High Exposure User,2024-06-23,2024-06,Klarna,"Fast Fashion (Shein, Temu, ASOS)",70.31,4,17.58,2024-08-18,No,0,0,70.31
TXN9329,BNPL5047,High Exposure User,2024-09-13,2024-09,Klarna,"Fast Fashion (Shein, Temu, ASOS)",25.72,6,4.29,2024-12-06,No,0,0,25.72
TXN9330,BNPL5047,High Exposure User,2024-12-09,2024-12,PayBright,"Fast Fashion (Shein, Temu, ASOS)",65.21,6,10.87,2025-03-03,No,0,0,65.21
TXN9331,BNPL5047,High Exposure User,2024-09-01,2024-09,Paidy,"Fast Fashion (Shein, Temu, ASOS)",46.72,4,11.68,2024-10-27,No,0,0,46.72
TXN9332,BNPL5047,High Exposure User,2024-03-25,2024-03,Klarna,"Fast Fashion (Shein, Temu, ASOS)",65.84,4,16.46,2024-05-20,No,0,0,65.84
TXN9333,BNPL5047,High Exposure User,2024-10-26,2024-10,Afterpay,"Fast Fashion (Shein, Temu, ASOS)",76.15,3,25.38,2024-12-07,No,0,0,76.15
TXN9334,BNPL5047,High Exposure User,2024-09-23,2024-09,Sezzle,Footwear,100.88,4,25.22,2024-11-18,Yes,2,16.0,116.88
TXN9335,BNPL5047,High Exposure User,2024-06-08,2024-06,Sezzle,Home and Furniture,377.35,3,125.78,2024-07-20,Yes,1,8.0,385.35
TXN9336,BNPL5047,High Exposure User,2024-02-23,2024-02,Paidy,"Fast Fashion (Shein, Temu, ASOS)",83.76,4,20.94,2024-04-19,No,0,0,83.76
TXN9337,BNPL5047,High Exposure User,2024-04-25,2024-04,Klarna,Sporting Goods,242.4,3,80.8,2024-06-06,Yes,1,8.0,250.4
TXN9338,BNPL5047,High Exposure User,2024-07-02,2024-07,Klarna,Electronics and Tech,263.46,4,65.86,2024-08-27,No,0,0,263.46
TXN9339,BNPL5047,High Exposure User,2024-07-29,2024-07,Klarna,Electronics and Tech,310.57,3,103.52,2024-09-09,No,0,0,310.57
TXN9340,BNPL5047,High Exposure User,2024-07-11,2024-07,Sezzle,Beauty and Skincare,41.58,4,10.39,2024-09-05,Yes,2,16.0,57.58
TXN9341,BNPL5047,High Exposure User,2024-03-28,2024-03,Klarna,"Fast Fashion (Shein, Temu, ASOS)",78.49,3,26.16,2024-05-09,No,0,0,78.49
TXN9342,BNPL5047,High Exposure User,2024-01-09,2024-01,Afterpay,Sporting Goods,266.39,4,66.6,2024-03-05,No,0,0,266.39
TXN9343,BNPL5047,High Exposure User,2024-01-06,2024-01,Paidy,Beauty and Skincare,64.05,6,10.67,2024-03-30,No,0,0,64.05
TXN9344,BNPL5047,High Exposure User,2024-08-23,2024-08,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",64.87,4,16.22,2024-10-18,Yes,2,16.0,80.87
TXN9345,BNPL5047,High Exposure User,2024-06-12,2024-06,Afterpay,Electronics and Tech,169.77,3,56.59,2024-07-24,Yes,2,16.0,185.77
TXN9346,BNPL5047,High Exposure User,2024-01-04,2024-01,Klarna,"Fast Fashion (Shein, Temu, ASOS)",45.79,4,11.45,2024-02-29,No,0,0,45.79
TXN9347,BNPL5048,Regular User,2024-03-23,2024-03,PayBright,Electronics and Tech,290.12,6,48.35,2024-06-15,No,0,0,290.12
TXN9348,BNPL5048,Regular User,2024-04-28,2024-04,Sezzle,"Fast Fashion (Shein, Temu, ASOS)",49.32,4,12.33,2024-06-23,No,0,0,49.32
TXN9349,BNPL5048,Regular User,2024-07-22,2024-07,PayBright,Sporting Goods,165.4,4,41.35,2024-09-16,No,0,0,165.4
TXN9350,BNPL5048,Regular User,2024-03-01,2024-03,Afterpay,Sporting Goods,192.58,3,64.19,2024-04-12,No,0,0,192.58
TXN9351,BNPL5048,Regular User,2024-04-25,2024-04,PayBright,Beauty and Skincare,81.42,6,13.57,2024-07-18,No,0,0,81.42
TXN9352,BNPL5048,Regular User,2024-09-26,2024-09,Sezzle,Sporting Goods,214.78,3,71.59,2024-11-07,No,0,0,214.78
TXN9353,BNPL5048,Regular User,2024-04-11,2024-04,Afterpay,Footwear,84.82,6,14.14,2024-07-04,No,0,0,84.82
TXN9354,BNPL5049,Regular User,2024-01-16,2024-01,Afterpay,Sporting Goods,162.36,4,40.59,2024-03-12,No,0,0,162.36
TXN9355,BNPL5049,Regular User,2024-03-08,2024-03,Klarna,Electronics and Tech,157.95,4,39.49,2024-05-03,No,0,0,157.95
